study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6358	SAMEA2555499	ERS465876	ERX487550	ERR522315	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522315/ERR522315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522315/ERR522315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522315/ERR522315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522315/ERR522315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.055_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.055_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.055_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.055_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522315	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522315		
PRJEB6358	SAMEA2555500	ERS465877	ERX487551	ERR522316	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522316/ERR522316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522316/ERR522316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522316/ERR522316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522316/ERR522316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.056_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.056_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.056_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.056_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522316	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522316		
PRJEB6358	SAMEA2555501	ERS465878	ERX487552	ERR522317	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522317/ERR522317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522317/ERR522317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522317/ERR522317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522317/ERR522317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.end_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.end_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.end_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.diarrhea.end_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522317	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522317		
PRJEB6358	SAMEA2555502	ERS465879	ERX487553	ERR522318	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522318/ERR522318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522318/ERR522318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522318/ERR522318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522318/ERR522318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d004_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d004_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d004_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d004_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522318	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522318		
PRJEB6358	SAMEA2555503	ERS465880	ERX487554	ERR522319	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522319/ERR522319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522319/ERR522319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522319/ERR522319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522319/ERR522319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d005_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d005_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d005_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d005_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522319	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522319		
PRJEB6358	SAMEA2555504	ERS465881	ERX487555	ERR522320	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522320/ERR522320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522320/ERR522320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522320/ERR522320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522320/ERR522320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d006_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d006_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d006_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d006_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522320	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522320		
PRJEB6358	SAMEA2555505	ERS465882	ERX487556	ERR522321	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522321/ERR522321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522321/ERR522321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522321/ERR522321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522321/ERR522321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d007_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d007_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d007_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d007_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522321	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522321		
PRJEB6358	SAMEA2555506	ERS465883	ERX487557	ERR522322	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522322/ERR522322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522322/ERR522322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522322/ERR522322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522322/ERR522322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d008_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d008_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d008_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d008_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522322	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522322		
PRJEB6358	SAMEA2555507	ERS465884	ERX487558	ERR522323	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522323/ERR522323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522323/ERR522323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522323/ERR522323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522323/ERR522323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d009_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d009_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d009_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d009_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522323	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522323		
PRJEB6358	SAMEA2555508	ERS465885	ERX487559	ERR522324	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522324/ERR522324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522324/ERR522324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522324/ERR522324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522324/ERR522324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d010_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d010_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d010_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d010_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522324	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522324		
PRJEB6358	SAMEA2555509	ERS465886	ERX487560	ERR522325	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522325/ERR522325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522325/ERR522325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522325/ERR522325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522325/ERR522325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d013_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d013_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d013_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d013_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522325	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522325		
PRJEB6358	SAMEA2555510	ERS465887	ERX487561	ERR522326	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522326/ERR522326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522326/ERR522326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522326/ERR522326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522326/ERR522326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d015_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d015_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d015_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d015_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522326	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522326		
PRJEB6358	SAMEA2555511	ERS465888	ERX487562	ERR522327	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522327/ERR522327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522327/ERR522327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522327/ERR522327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522327/ERR522327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d017_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d017_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d017_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d017_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522327	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522327		
PRJEB6358	SAMEA2555512	ERS465889	ERX487563	ERR522328	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522328/ERR522328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522328/ERR522328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522328/ERR522328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522328/ERR522328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d025_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d025_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d025_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d025_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522328	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522328		
PRJEB6358	SAMEA2555513	ERS465890	ERX487564	ERR522329	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522329/ERR522329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522329/ERR522329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522329/ERR522329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522329/ERR522329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d031_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d031_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d031_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d031_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522329	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522329		
PRJEB6358	SAMEA2555514	ERS465891	ERX487565	ERR522330	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522330/ERR522330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522330/ERR522330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522330/ERR522330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522330/ERR522330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d037_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d037_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d037_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d037_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522330	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522330		
PRJEB6358	SAMEA2555515	ERS465892	ERX487566	ERR522331	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522331/ERR522331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522331/ERR522331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522331/ERR522331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522331/ERR522331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d045_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d045_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d045_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d045_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522331	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522331		
PRJEB6358	SAMEA2555516	ERS465893	ERX487567	ERR522332	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522332/ERR522332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522332/ERR522332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522332/ERR522332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522332/ERR522332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d052_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d052_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d052_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d052_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522332	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522332		
PRJEB6358	SAMEA2555517	ERS465894	ERX487568	ERR522333	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522333/ERR522333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522333/ERR522333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522333/ERR522333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522333/ERR522333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d088_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d088_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d088_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/B.recovery.d088_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522333	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522333		
PRJEB6358	SAMEA2555519	ERS465896	ERX487569	ERR522334	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522334/ERR522334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522334/ERR522334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522334/ERR522334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522334/ERR522334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.024_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.024_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.024_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.024_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522334	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522334		
PRJEB6358	SAMEA2555520	ERS465897	ERX487570	ERR522335	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522335/ERR522335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522335/ERR522335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522335/ERR522335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522335/ERR522335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.033_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.033_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.033_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.033_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522335	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522335		
PRJEB6358	SAMEA2555521	ERS465898	ERX487571	ERR522336	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522336/ERR522336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522336/ERR522336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522336/ERR522336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522336/ERR522336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.044_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.044_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.044_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.044_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522336	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522336		
PRJEB6358	SAMEA2555522	ERS465899	ERX487572	ERR522337	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522337/ERR522337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522337/ERR522337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522337/ERR522337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522337/ERR522337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.057_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.057_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.057_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.057_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522337	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522337		
PRJEB6358	SAMEA2555523	ERS465900	ERX487573	ERR522338	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522338/ERR522338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522338/ERR522338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522338/ERR522338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522338/ERR522338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.072_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.072_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.072_run2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315593/fastq/C.diarrhea.072_run2_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522338	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522338		
