study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB9150	SAMEA3360463	ERS713915	ERX946247	ERR866619	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866619/ERR866619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866619/ERR866619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866619/ERR866619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866619/ERR866619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD18.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD18.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD18.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD18.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866619	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866619		
PRJEB9150	SAMEA3360464	ERS713916	ERX946248	ERR866620	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866620/ERR866620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866620/ERR866620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866620/ERR866620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866620/ERR866620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD19.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD19.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD19.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD19.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866620	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866620		
PRJEB9150	SAMEA3360447	ERS713899	ERX946249	ERR866621	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866621/ERR866621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866621/ERR866621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866621/ERR866621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866621/ERR866621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD2.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD2.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD2.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD2.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866621	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866621		
PRJEB9150	SAMEA3360465	ERS713917	ERX946250	ERR866622	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866622/ERR866622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866622/ERR866622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866622/ERR866622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866622/ERR866622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD20.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD20.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD20.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD20.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866622	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866622		
PRJEB9150	SAMEA3360469	ERS713921	ERX946251	ERR866623	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866623/ERR866623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866623/ERR866623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866623/ERR866623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866623/ERR866623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD200.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD200.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD200.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD200.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866623	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866623		
PRJEB9150	SAMEA3360470	ERS713922	ERX946252	ERR866624	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866624/ERR866624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866624/ERR866624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866624/ERR866624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866624/ERR866624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD201.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD201.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD201.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD201.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866624	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866624		
PRJEB9150	SAMEA3360471	ERS713923	ERX946253	ERR866625	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866625/ERR866625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866625/ERR866625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866625/ERR866625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866625/ERR866625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD202.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD202.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD202.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD202.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866625	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866625		
PRJEB9150	SAMEA3360472	ERS713924	ERX946254	ERR866626	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866626/ERR866626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866626/ERR866626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866626/ERR866626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866626/ERR866626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD203.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD203.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD203.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD203.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866626	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866626		
PRJEB9150	SAMEA3360473	ERS713925	ERX946255	ERR866627	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866627/ERR866627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866627/ERR866627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866627/ERR866627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866627/ERR866627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD204.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD204.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD204.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD204.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866627	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866627		
PRJEB9150	SAMEA3360474	ERS713926	ERX946256	ERR866628	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866628/ERR866628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866628/ERR866628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866628/ERR866628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866628/ERR866628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD205.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD205.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD205.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD205.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866628	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866628		
PRJEB9150	SAMEA3360475	ERS713927	ERX946257	ERR866629	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866629/ERR866629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866629/ERR866629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866629/ERR866629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866629/ERR866629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD206.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD206.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD206.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD206.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866629	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866629		
PRJEB9150	SAMEA3360476	ERS713928	ERX946258	ERR866630	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866630/ERR866630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866630/ERR866630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866630/ERR866630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866630/ERR866630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD207.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD207.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD207.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD207.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866630	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866630		
PRJEB9150	SAMEA3360477	ERS713929	ERX946259	ERR866631	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866631/ERR866631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866631/ERR866631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866631/ERR866631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866631/ERR866631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD208.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD208.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD208.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD208.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866631	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866631		
PRJEB9150	SAMEA3360478	ERS713930	ERX946260	ERR866632	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866632/ERR866632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866632/ERR866632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866632/ERR866632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866632/ERR866632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD209.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD209.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD209.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD209.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866632	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866632		
PRJEB9150	SAMEA3360479	ERS713931	ERX946261	ERR866633	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866633/ERR866633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866633/ERR866633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866633/ERR866633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866633/ERR866633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD210.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD210.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD210.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD210.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866633	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866633		
PRJEB9150	SAMEA3360480	ERS713932	ERX946262	ERR866634	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866634/ERR866634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866634/ERR866634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866634/ERR866634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866634/ERR866634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD211.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD211.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD211.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD211.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866634	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866634		
PRJEB9150	SAMEA3360481	ERS713933	ERX946263	ERR866635	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866635/ERR866635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866635/ERR866635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866635/ERR866635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866635/ERR866635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD212.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD212.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD212.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD212.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866635	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866635		
PRJEB9150	SAMEA3360482	ERS713934	ERX946264	ERR866636	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866636/ERR866636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866636/ERR866636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866636/ERR866636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866636/ERR866636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD213.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD213.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD213.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD213.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866636	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866636		
PRJEB9150	SAMEA3360483	ERS713935	ERX946265	ERR866637	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866637/ERR866637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866637/ERR866637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866637/ERR866637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866637/ERR866637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD214.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD214.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD214.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD214.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866637	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866637		
PRJEB9150	SAMEA3360484	ERS713936	ERX946266	ERR866638	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866638/ERR866638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866638/ERR866638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866638/ERR866638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866638/ERR866638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD215.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD215.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD215.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD215.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866638	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866638		
PRJEB9150	SAMEA3360485	ERS713937	ERX946267	ERR866639	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866639/ERR866639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866639/ERR866639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866639/ERR866639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866639/ERR866639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD216.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD216.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD216.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD216.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866639	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866639		
PRJEB9150	SAMEA3360486	ERS713938	ERX946268	ERR866640	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866640/ERR866640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866640/ERR866640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866640/ERR866640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866640/ERR866640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD217.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD217.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD217.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD217.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866640	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866640		
PRJEB9150	SAMEA3360487	ERS713939	ERX946269	ERR866641	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866641/ERR866641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866641/ERR866641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866641/ERR866641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866641/ERR866641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD218.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD218.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD218.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD218.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866641	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866641		
PRJEB9150	SAMEA3360488	ERS713940	ERX946270	ERR866642	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866642/ERR866642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866642/ERR866642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866642/ERR866642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866642/ERR866642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD219.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD219.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD219.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD219.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866642	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866642		
PRJEB9150	SAMEA3360466	ERS713918	ERX946271	ERR866643	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866643/ERR866643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866643/ERR866643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866643/ERR866643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866643/ERR866643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD22.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD22.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD22.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD22.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866643	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866643		
