n_rejected	n_top_hits	taxa_level	n_ctrl	n_case	total_n	perc_case	study	rep
2	3	genus	7	19	25	0.75	cdi_schubert	21
2	5	genus	7	19	25	0.75	cdi_schubert	21
3	10	genus	7	19	25	0.75	cdi_schubert	21
0	3	genus	3	23	25	0.9	cdi_schubert	21
0	5	genus	3	23	25	0.9	cdi_schubert	21
0	10	genus	3	23	25	0.9	cdi_schubert	21
3	3	genus	45	5	50	0.1	cdi_schubert	21
5	5	genus	45	5	50	0.1	cdi_schubert	21
9	10	genus	45	5	50	0.1	cdi_schubert	21
3	3	genus	38	13	50	0.25	cdi_schubert	21
5	5	genus	38	13	50	0.25	cdi_schubert	21
8	10	genus	38	13	50	0.25	cdi_schubert	21
3	3	genus	25	25	50	0.5	cdi_schubert	21
5	5	genus	25	25	50	0.5	cdi_schubert	21
10	10	genus	25	25	50	0.5	cdi_schubert	21
3	3	genus	13	38	50	0.75	cdi_schubert	21
5	5	genus	13	38	50	0.75	cdi_schubert	21
9	10	genus	13	38	50	0.75	cdi_schubert	21
3	3	genus	5	45	50	0.9	cdi_schubert	21
4	5	genus	5	45	50	0.9	cdi_schubert	21
7	10	genus	5	45	50	0.9	cdi_schubert	21
3	3	genus	90	10	100	0.1	cdi_schubert	21
5	5	genus	90	10	100	0.1	cdi_schubert	21
9	10	genus	90	10	100	0.1	cdi_schubert	21
3	3	genus	75	25	100	0.25	cdi_schubert	21
5	5	genus	75	25	100	0.25	cdi_schubert	21
10	10	genus	75	25	100	0.25	cdi_schubert	21
3	3	genus	50	50	100	0.5	cdi_schubert	21
5	5	genus	50	50	100	0.5	cdi_schubert	21
10	10	genus	50	50	100	0.5	cdi_schubert	21
3	3	genus	25	75	100	0.75	cdi_schubert	21
5	5	genus	25	75	100	0.75	cdi_schubert	21
10	10	genus	25	75	100	0.75	cdi_schubert	21
3	3	genus	10	90	100	0.9	cdi_schubert	21
5	5	genus	10	90	100	0.9	cdi_schubert	21
9	10	genus	10	90	100	0.9	cdi_schubert	21
3	3	genus	135	15	150	0.1	cdi_schubert	21
5	5	genus	135	15	150	0.1	cdi_schubert	21
10	10	genus	135	15	150	0.1	cdi_schubert	21
3	3	genus	113	38	150	0.25	cdi_schubert	21
5	5	genus	113	38	150	0.25	cdi_schubert	21
10	10	genus	113	38	150	0.25	cdi_schubert	21
3	3	genus	75	75	150	0.5	cdi_schubert	21
5	5	genus	75	75	150	0.5	cdi_schubert	21
10	10	genus	75	75	150	0.5	cdi_schubert	21
0	3	genus	9	1	10	0.1	crc_baxter	21
0	5	genus	9	1	10	0.1	crc_baxter	21
0	10	genus	9	1	10	0.1	crc_baxter	21
0	3	genus	8	3	10	0.25	crc_baxter	21
0	5	genus	8	3	10	0.25	crc_baxter	21
0	10	genus	8	3	10	0.25	crc_baxter	21
0	3	genus	5	5	10	0.5	crc_baxter	21
0	5	genus	5	5	10	0.5	crc_baxter	21
0	10	genus	5	5	10	0.5	crc_baxter	21
0	3	genus	3	8	10	0.75	crc_baxter	21
0	5	genus	3	8	10	0.75	crc_baxter	21
0	10	genus	3	8	10	0.75	crc_baxter	21
0	3	genus	1	9	10	0.9	crc_baxter	21
0	5	genus	1	9	10	0.9	crc_baxter	21
0	10	genus	1	9	10	0.9	crc_baxter	21
0	3	genus	23	3	25	0.1	crc_baxter	21
0	5	genus	23	3	25	0.1	crc_baxter	21
0	10	genus	23	3	25	0.1	crc_baxter	21
0	3	genus	19	7	25	0.25	crc_baxter	21
0	5	genus	19	7	25	0.25	crc_baxter	21
0	10	genus	19	7	25	0.25	crc_baxter	21
0	3	genus	13	13	25	0.5	crc_baxter	21
0	5	genus	13	13	25	0.5	crc_baxter	21
0	10	genus	13	13	25	0.5	crc_baxter	21
0	3	genus	7	19	25	0.75	crc_baxter	21
0	5	genus	7	19	25	0.75	crc_baxter	21
0	10	genus	7	19	25	0.75	crc_baxter	21
0	3	genus	3	23	25	0.9	crc_baxter	21
0	5	genus	3	23	25	0.9	crc_baxter	21
0	10	genus	3	23	25	0.9	crc_baxter	21
0	3	genus	45	5	50	0.1	crc_baxter	21
0	5	genus	45	5	50	0.1	crc_baxter	21
0	10	genus	45	5	50	0.1	crc_baxter	21
0	3	genus	38	13	50	0.25	crc_baxter	21
0	5	genus	38	13	50	0.25	crc_baxter	21
0	10	genus	38	13	50	0.25	crc_baxter	21
0	3	genus	25	25	50	0.5	crc_baxter	21
0	5	genus	25	25	50	0.5	crc_baxter	21
0	10	genus	25	25	50	0.5	crc_baxter	21
0	3	genus	13	38	50	0.75	crc_baxter	21
0	5	genus	13	38	50	0.75	crc_baxter	21
0	10	genus	13	38	50	0.75	crc_baxter	21
0	3	genus	5	45	50	0.9	crc_baxter	21
0	5	genus	5	45	50	0.9	crc_baxter	21
0	10	genus	5	45	50	0.9	crc_baxter	21
1	3	genus	90	10	100	0.1	crc_baxter	21
1	5	genus	90	10	100	0.1	crc_baxter	21
1	10	genus	90	10	100	0.1	crc_baxter	21
3	3	genus	75	25	100	0.25	crc_baxter	21
5	5	genus	75	25	100	0.25	crc_baxter	21
6	10	genus	75	25	100	0.25	crc_baxter	21
2	3	genus	50	50	100	0.5	crc_baxter	21
3	5	genus	50	50	100	0.5	crc_baxter	21
4	10	genus	50	50	100	0.5	crc_baxter	21
1	3	genus	25	75	100	0.75	crc_baxter	21
1	5	genus	25	75	100	0.75	crc_baxter	21
1	10	genus	25	75	100	0.75	crc_baxter	21
0	3	genus	10	90	100	0.9	crc_baxter	21
0	5	genus	10	90	100	0.9	crc_baxter	21
0	10	genus	10	90	100	0.9	crc_baxter	21
2	3	genus	135	15	150	0.1	crc_baxter	21
2	5	genus	135	15	150	0.1	crc_baxter	21
4	10	genus	135	15	150	0.1	crc_baxter	21
3	3	genus	113	38	150	0.25	crc_baxter	21
4	5	genus	113	38	150	0.25	crc_baxter	21
5	10	genus	113	38	150	0.25	crc_baxter	21
3	3	genus	75	75	150	0.5	crc_baxter	21
4	5	genus	75	75	150	0.5	crc_baxter	21
6	10	genus	75	75	150	0.5	crc_baxter	21
1	3	genus	38	113	150	0.75	crc_baxter	21
1	5	genus	38	113	150	0.75	crc_baxter	21
2	10	genus	38	113	150	0.75	crc_baxter	21
0	3	genus	9	1	10	0.1	ob_goodrich	21
0	5	genus	9	1	10	0.1	ob_goodrich	21
0	10	genus	9	1	10	0.1	ob_goodrich	21
0	3	genus	8	3	10	0.25	ob_goodrich	21
0	5	genus	8	3	10	0.25	ob_goodrich	21
0	10	genus	8	3	10	0.25	ob_goodrich	21
0	3	genus	5	5	10	0.5	ob_goodrich	21
0	5	genus	5	5	10	0.5	ob_goodrich	21
0	10	genus	5	5	10	0.5	ob_goodrich	21
0	3	genus	3	8	10	0.75	ob_goodrich	21
0	5	genus	3	8	10	0.75	ob_goodrich	21
0	10	genus	3	8	10	0.75	ob_goodrich	21
0	3	genus	1	9	10	0.9	ob_goodrich	21
0	5	genus	1	9	10	0.9	ob_goodrich	21
0	10	genus	1	9	10	0.9	ob_goodrich	21
0	3	genus	23	3	25	0.1	ob_goodrich	21
0	5	genus	23	3	25	0.1	ob_goodrich	21
0	10	genus	23	3	25	0.1	ob_goodrich	21
0	3	genus	19	7	25	0.25	ob_goodrich	21
0	5	genus	19	7	25	0.25	ob_goodrich	21
0	10	genus	19	7	25	0.25	ob_goodrich	21
0	3	genus	13	13	25	0.5	ob_goodrich	21
0	5	genus	13	13	25	0.5	ob_goodrich	21
0	10	genus	13	13	25	0.5	ob_goodrich	21
0	3	genus	7	19	25	0.75	ob_goodrich	21
0	5	genus	7	19	25	0.75	ob_goodrich	21
0	10	genus	7	19	25	0.75	ob_goodrich	21
0	3	genus	3	23	25	0.9	ob_goodrich	21
0	5	genus	3	23	25	0.9	ob_goodrich	21
0	10	genus	3	23	25	0.9	ob_goodrich	21
0	3	genus	45	5	50	0.1	ob_goodrich	21
0	5	genus	45	5	50	0.1	ob_goodrich	21
0	10	genus	45	5	50	0.1	ob_goodrich	21
0	3	genus	38	13	50	0.25	ob_goodrich	21
0	5	genus	38	13	50	0.25	ob_goodrich	21
0	10	genus	38	13	50	0.25	ob_goodrich	21
0	3	genus	25	25	50	0.5	ob_goodrich	21
0	5	genus	25	25	50	0.5	ob_goodrich	21
0	10	genus	25	25	50	0.5	ob_goodrich	21
0	3	genus	13	38	50	0.75	ob_goodrich	21
0	5	genus	13	38	50	0.75	ob_goodrich	21
0	10	genus	13	38	50	0.75	ob_goodrich	21
0	3	genus	5	45	50	0.9	ob_goodrich	21
0	5	genus	5	45	50	0.9	ob_goodrich	21
0	10	genus	5	45	50	0.9	ob_goodrich	21
0	3	genus	90	10	100	0.1	ob_goodrich	21
0	5	genus	90	10	100	0.1	ob_goodrich	21
0	10	genus	90	10	100	0.1	ob_goodrich	21
0	3	genus	75	25	100	0.25	ob_goodrich	21
0	5	genus	75	25	100	0.25	ob_goodrich	21
0	10	genus	75	25	100	0.25	ob_goodrich	21
0	3	genus	50	50	100	0.5	ob_goodrich	21
0	5	genus	50	50	100	0.5	ob_goodrich	21
0	10	genus	50	50	100	0.5	ob_goodrich	21
0	3	genus	25	75	100	0.75	ob_goodrich	21
0	5	genus	25	75	100	0.75	ob_goodrich	21
0	10	genus	25	75	100	0.75	ob_goodrich	21
1	3	genus	10	90	100	0.9	ob_goodrich	21
1	5	genus	10	90	100	0.9	ob_goodrich	21
1	10	genus	10	90	100	0.9	ob_goodrich	21
1	3	genus	135	15	150	0.1	ob_goodrich	21
1	5	genus	135	15	150	0.1	ob_goodrich	21
1	10	genus	135	15	150	0.1	ob_goodrich	21
0	3	genus	113	38	150	0.25	ob_goodrich	21
0	5	genus	113	38	150	0.25	ob_goodrich	21
0	10	genus	113	38	150	0.25	ob_goodrich	21
0	3	genus	75	75	150	0.5	ob_goodrich	21
0	5	genus	75	75	150	0.5	ob_goodrich	21
0	10	genus	75	75	150	0.5	ob_goodrich	21
0	3	genus	38	113	150	0.75	ob_goodrich	21
0	5	genus	38	113	150	0.75	ob_goodrich	21
0	10	genus	38	113	150	0.75	ob_goodrich	21
0	3	genus	15	135	150	0.9	ob_goodrich	21
0	5	genus	15	135	150	0.9	ob_goodrich	21
0	10	genus	15	135	150	0.9	ob_goodrich	21
0	3	genus	9	1	10	0.1	cdi_schubert	22
0	5	genus	9	1	10	0.1	cdi_schubert	22
0	10	genus	9	1	10	0.1	cdi_schubert	22
0	3	genus	8	3	10	0.25	cdi_schubert	22
0	5	genus	8	3	10	0.25	cdi_schubert	22
0	10	genus	8	3	10	0.25	cdi_schubert	22
0	3	genus	5	5	10	0.5	cdi_schubert	22
0	5	genus	5	5	10	0.5	cdi_schubert	22
0	10	genus	5	5	10	0.5	cdi_schubert	22
1	3	genus	3	8	10	0.75	cdi_schubert	22
1	5	genus	3	8	10	0.75	cdi_schubert	22
3	10	genus	3	8	10	0.75	cdi_schubert	22
0	3	genus	1	9	10	0.9	cdi_schubert	22
0	5	genus	1	9	10	0.9	cdi_schubert	22
0	10	genus	1	9	10	0.9	cdi_schubert	22
2	3	genus	23	3	25	0.1	cdi_schubert	22
3	5	genus	23	3	25	0.1	cdi_schubert	22
4	10	genus	23	3	25	0.1	cdi_schubert	22
2	3	genus	19	7	25	0.25	cdi_schubert	22
4	5	genus	19	7	25	0.25	cdi_schubert	22
6	10	genus	19	7	25	0.25	cdi_schubert	22
3	3	genus	13	13	25	0.5	cdi_schubert	22
4	5	genus	13	13	25	0.5	cdi_schubert	22
7	10	genus	13	13	25	0.5	cdi_schubert	22
3	3	genus	7	19	25	0.75	cdi_schubert	22
3	5	genus	7	19	25	0.75	cdi_schubert	22
3	10	genus	7	19	25	0.75	cdi_schubert	22
3	3	genus	3	23	25	0.9	cdi_schubert	22
3	5	genus	3	23	25	0.9	cdi_schubert	22
4	10	genus	3	23	25	0.9	cdi_schubert	22
2	3	genus	45	5	50	0.1	cdi_schubert	22
4	5	genus	45	5	50	0.1	cdi_schubert	22
4	10	genus	45	5	50	0.1	cdi_schubert	22
3	3	genus	38	13	50	0.25	cdi_schubert	22
5	5	genus	38	13	50	0.25	cdi_schubert	22
10	10	genus	38	13	50	0.25	cdi_schubert	22
3	3	genus	25	25	50	0.5	cdi_schubert	22
5	5	genus	25	25	50	0.5	cdi_schubert	22
10	10	genus	25	25	50	0.5	cdi_schubert	22
3	3	genus	13	38	50	0.75	cdi_schubert	22
5	5	genus	13	38	50	0.75	cdi_schubert	22
9	10	genus	13	38	50	0.75	cdi_schubert	22
3	3	genus	5	45	50	0.9	cdi_schubert	22
4	5	genus	5	45	50	0.9	cdi_schubert	22
7	10	genus	5	45	50	0.9	cdi_schubert	22
3	3	genus	90	10	100	0.1	cdi_schubert	22
5	5	genus	90	10	100	0.1	cdi_schubert	22
9	10	genus	90	10	100	0.1	cdi_schubert	22
3	3	genus	75	25	100	0.25	cdi_schubert	22
5	5	genus	75	25	100	0.25	cdi_schubert	22
10	10	genus	75	25	100	0.25	cdi_schubert	22
3	3	genus	50	50	100	0.5	cdi_schubert	22
5	5	genus	50	50	100	0.5	cdi_schubert	22
10	10	genus	50	50	100	0.5	cdi_schubert	22
3	3	genus	25	75	100	0.75	cdi_schubert	22
5	5	genus	25	75	100	0.75	cdi_schubert	22
10	10	genus	25	75	100	0.75	cdi_schubert	22
3	3	genus	10	90	100	0.9	cdi_schubert	22
5	5	genus	10	90	100	0.9	cdi_schubert	22
10	10	genus	10	90	100	0.9	cdi_schubert	22
3	3	genus	135	15	150	0.1	cdi_schubert	22
5	5	genus	135	15	150	0.1	cdi_schubert	22
10	10	genus	135	15	150	0.1	cdi_schubert	22
3	3	genus	113	38	150	0.25	cdi_schubert	22
5	5	genus	113	38	150	0.25	cdi_schubert	22
10	10	genus	113	38	150	0.25	cdi_schubert	22
3	3	genus	75	75	150	0.5	cdi_schubert	22
5	5	genus	75	75	150	0.5	cdi_schubert	22
10	10	genus	75	75	150	0.5	cdi_schubert	22
0	3	genus	9	1	10	0.1	crc_baxter	22
0	5	genus	9	1	10	0.1	crc_baxter	22
0	10	genus	9	1	10	0.1	crc_baxter	22
0	3	genus	8	3	10	0.25	crc_baxter	22
0	5	genus	8	3	10	0.25	crc_baxter	22
0	10	genus	8	3	10	0.25	crc_baxter	22
0	3	genus	5	5	10	0.5	crc_baxter	22
0	5	genus	5	5	10	0.5	crc_baxter	22
0	10	genus	5	5	10	0.5	crc_baxter	22
0	3	genus	3	8	10	0.75	crc_baxter	22
0	5	genus	3	8	10	0.75	crc_baxter	22
0	10	genus	3	8	10	0.75	crc_baxter	22
0	3	genus	1	9	10	0.9	crc_baxter	22
0	5	genus	1	9	10	0.9	crc_baxter	22
0	10	genus	1	9	10	0.9	crc_baxter	22
0	3	genus	23	3	25	0.1	crc_baxter	22
0	5	genus	23	3	25	0.1	crc_baxter	22
0	10	genus	23	3	25	0.1	crc_baxter	22
0	3	genus	19	7	25	0.25	crc_baxter	22
0	5	genus	19	7	25	0.25	crc_baxter	22
0	10	genus	19	7	25	0.25	crc_baxter	22
0	3	genus	13	13	25	0.5	crc_baxter	22
0	5	genus	13	13	25	0.5	crc_baxter	22
0	10	genus	13	13	25	0.5	crc_baxter	22
0	3	genus	7	19	25	0.75	crc_baxter	22
0	5	genus	7	19	25	0.75	crc_baxter	22
0	10	genus	7	19	25	0.75	crc_baxter	22
0	3	genus	3	23	25	0.9	crc_baxter	22
0	5	genus	3	23	25	0.9	crc_baxter	22
0	10	genus	3	23	25	0.9	crc_baxter	22
0	3	genus	45	5	50	0.1	crc_baxter	22
0	5	genus	45	5	50	0.1	crc_baxter	22
0	10	genus	45	5	50	0.1	crc_baxter	22
0	3	genus	38	13	50	0.25	crc_baxter	22
1	5	genus	38	13	50	0.25	crc_baxter	22
2	10	genus	38	13	50	0.25	crc_baxter	22
2	3	genus	25	25	50	0.5	crc_baxter	22
2	5	genus	25	25	50	0.5	crc_baxter	22
2	10	genus	25	25	50	0.5	crc_baxter	22
0	3	genus	13	38	50	0.75	crc_baxter	22
0	5	genus	13	38	50	0.75	crc_baxter	22
0	10	genus	13	38	50	0.75	crc_baxter	22
0	3	genus	5	45	50	0.9	crc_baxter	22
0	5	genus	5	45	50	0.9	crc_baxter	22
0	10	genus	5	45	50	0.9	crc_baxter	22
3	3	genus	90	10	100	0.1	crc_baxter	22
3	5	genus	90	10	100	0.1	crc_baxter	22
3	10	genus	90	10	100	0.1	crc_baxter	22
3	3	genus	75	25	100	0.25	crc_baxter	22
3	5	genus	75	25	100	0.25	crc_baxter	22
3	10	genus	75	25	100	0.25	crc_baxter	22
2	3	genus	50	50	100	0.5	crc_baxter	22
3	5	genus	50	50	100	0.5	crc_baxter	22
4	10	genus	50	50	100	0.5	crc_baxter	22
1	3	genus	25	75	100	0.75	crc_baxter	22
1	5	genus	25	75	100	0.75	crc_baxter	22
1	10	genus	25	75	100	0.75	crc_baxter	22
0	3	genus	10	90	100	0.9	crc_baxter	22
0	5	genus	10	90	100	0.9	crc_baxter	22
0	10	genus	10	90	100	0.9	crc_baxter	22
3	3	genus	135	15	150	0.1	crc_baxter	22
5	5	genus	135	15	150	0.1	crc_baxter	22
7	10	genus	135	15	150	0.1	crc_baxter	22
3	3	genus	113	38	150	0.25	crc_baxter	22
4	5	genus	113	38	150	0.25	crc_baxter	22
5	10	genus	113	38	150	0.25	crc_baxter	22
3	3	genus	75	75	150	0.5	crc_baxter	22
5	5	genus	75	75	150	0.5	crc_baxter	22
7	10	genus	75	75	150	0.5	crc_baxter	22
1	3	genus	38	113	150	0.75	crc_baxter	22
1	5	genus	38	113	150	0.75	crc_baxter	22
1	10	genus	38	113	150	0.75	crc_baxter	22
0	3	genus	9	1	10	0.1	ob_goodrich	22
0	5	genus	9	1	10	0.1	ob_goodrich	22
0	10	genus	9	1	10	0.1	ob_goodrich	22
0	3	genus	8	3	10	0.25	ob_goodrich	22
0	5	genus	8	3	10	0.25	ob_goodrich	22
0	10	genus	8	3	10	0.25	ob_goodrich	22
0	3	genus	5	5	10	0.5	ob_goodrich	22
0	5	genus	5	5	10	0.5	ob_goodrich	22
0	10	genus	5	5	10	0.5	ob_goodrich	22
0	3	genus	3	8	10	0.75	ob_goodrich	22
0	5	genus	3	8	10	0.75	ob_goodrich	22
0	10	genus	3	8	10	0.75	ob_goodrich	22
0	3	genus	1	9	10	0.9	ob_goodrich	22
0	5	genus	1	9	10	0.9	ob_goodrich	22
0	10	genus	1	9	10	0.9	ob_goodrich	22
0	3	genus	23	3	25	0.1	ob_goodrich	22
0	5	genus	23	3	25	0.1	ob_goodrich	22
0	10	genus	23	3	25	0.1	ob_goodrich	22
0	3	genus	19	7	25	0.25	ob_goodrich	22
0	5	genus	19	7	25	0.25	ob_goodrich	22
0	10	genus	19	7	25	0.25	ob_goodrich	22
0	3	genus	13	13	25	0.5	ob_goodrich	22
0	5	genus	13	13	25	0.5	ob_goodrich	22
0	10	genus	13	13	25	0.5	ob_goodrich	22
0	3	genus	7	19	25	0.75	ob_goodrich	22
0	5	genus	7	19	25	0.75	ob_goodrich	22
0	10	genus	7	19	25	0.75	ob_goodrich	22
0	3	genus	3	23	25	0.9	ob_goodrich	22
0	5	genus	3	23	25	0.9	ob_goodrich	22
0	10	genus	3	23	25	0.9	ob_goodrich	22
0	3	genus	45	5	50	0.1	ob_goodrich	22
0	5	genus	45	5	50	0.1	ob_goodrich	22
0	10	genus	45	5	50	0.1	ob_goodrich	22
0	3	genus	38	13	50	0.25	ob_goodrich	22
0	5	genus	38	13	50	0.25	ob_goodrich	22
0	10	genus	38	13	50	0.25	ob_goodrich	22
0	3	genus	25	25	50	0.5	ob_goodrich	22
0	5	genus	25	25	50	0.5	ob_goodrich	22
0	10	genus	25	25	50	0.5	ob_goodrich	22
0	3	genus	13	38	50	0.75	ob_goodrich	22
0	5	genus	13	38	50	0.75	ob_goodrich	22
0	10	genus	13	38	50	0.75	ob_goodrich	22
0	3	genus	5	45	50	0.9	ob_goodrich	22
0	5	genus	5	45	50	0.9	ob_goodrich	22
0	10	genus	5	45	50	0.9	ob_goodrich	22
0	3	genus	90	10	100	0.1	ob_goodrich	22
0	5	genus	90	10	100	0.1	ob_goodrich	22
0	10	genus	90	10	100	0.1	ob_goodrich	22
0	3	genus	75	25	100	0.25	ob_goodrich	22
0	5	genus	75	25	100	0.25	ob_goodrich	22
0	10	genus	75	25	100	0.25	ob_goodrich	22
0	3	genus	50	50	100	0.5	ob_goodrich	22
0	5	genus	50	50	100	0.5	ob_goodrich	22
0	10	genus	50	50	100	0.5	ob_goodrich	22
0	3	genus	25	75	100	0.75	ob_goodrich	22
0	5	genus	25	75	100	0.75	ob_goodrich	22
0	10	genus	25	75	100	0.75	ob_goodrich	22
1	3	genus	10	90	100	0.9	ob_goodrich	22
1	5	genus	10	90	100	0.9	ob_goodrich	22
1	10	genus	10	90	100	0.9	ob_goodrich	22
0	3	genus	135	15	150	0.1	ob_goodrich	22
0	5	genus	135	15	150	0.1	ob_goodrich	22
0	10	genus	135	15	150	0.1	ob_goodrich	22
0	3	genus	113	38	150	0.25	ob_goodrich	22
0	5	genus	113	38	150	0.25	ob_goodrich	22
0	10	genus	113	38	150	0.25	ob_goodrich	22
0	3	genus	75	75	150	0.5	ob_goodrich	22
0	5	genus	75	75	150	0.5	ob_goodrich	22
0	10	genus	75	75	150	0.5	ob_goodrich	22
0	3	genus	38	113	150	0.75	ob_goodrich	22
0	5	genus	38	113	150	0.75	ob_goodrich	22
0	10	genus	38	113	150	0.75	ob_goodrich	22
0	3	genus	15	135	150	0.9	ob_goodrich	22
0	5	genus	15	135	150	0.9	ob_goodrich	22
0	10	genus	15	135	150	0.9	ob_goodrich	22
0	3	genus	9	1	10	0.1	cdi_schubert	23
0	5	genus	9	1	10	0.1	cdi_schubert	23
0	10	genus	9	1	10	0.1	cdi_schubert	23
0	3	genus	8	3	10	0.25	cdi_schubert	23
0	5	genus	8	3	10	0.25	cdi_schubert	23
0	10	genus	8	3	10	0.25	cdi_schubert	23
0	3	genus	5	5	10	0.5	cdi_schubert	23
0	5	genus	5	5	10	0.5	cdi_schubert	23
0	10	genus	5	5	10	0.5	cdi_schubert	23
1	3	genus	3	8	10	0.75	cdi_schubert	23
1	5	genus	3	8	10	0.75	cdi_schubert	23
3	10	genus	3	8	10	0.75	cdi_schubert	23
0	3	genus	1	9	10	0.9	cdi_schubert	23
0	5	genus	1	9	10	0.9	cdi_schubert	23
0	10	genus	1	9	10	0.9	cdi_schubert	23
2	3	genus	23	3	25	0.1	cdi_schubert	23
3	5	genus	23	3	25	0.1	cdi_schubert	23
4	10	genus	23	3	25	0.1	cdi_schubert	23
2	3	genus	19	7	25	0.25	cdi_schubert	23
4	5	genus	19	7	25	0.25	cdi_schubert	23
6	10	genus	19	7	25	0.25	cdi_schubert	23
3	3	genus	13	13	25	0.5	cdi_schubert	23
4	5	genus	13	13	25	0.5	cdi_schubert	23
7	10	genus	13	13	25	0.5	cdi_schubert	23
2	3	genus	7	19	25	0.75	cdi_schubert	23
2	5	genus	7	19	25	0.75	cdi_schubert	23
3	10	genus	7	19	25	0.75	cdi_schubert	23
0	3	genus	3	23	25	0.9	cdi_schubert	23
0	5	genus	3	23	25	0.9	cdi_schubert	23
0	10	genus	3	23	25	0.9	cdi_schubert	23
2	3	genus	45	5	50	0.1	cdi_schubert	23
3	5	genus	45	5	50	0.1	cdi_schubert	23
4	10	genus	45	5	50	0.1	cdi_schubert	23
3	3	genus	38	13	50	0.25	cdi_schubert	23
5	5	genus	38	13	50	0.25	cdi_schubert	23
10	10	genus	38	13	50	0.25	cdi_schubert	23
3	3	genus	25	25	50	0.5	cdi_schubert	23
5	5	genus	25	25	50	0.5	cdi_schubert	23
10	10	genus	25	25	50	0.5	cdi_schubert	23
3	3	genus	13	38	50	0.75	cdi_schubert	23
5	5	genus	13	38	50	0.75	cdi_schubert	23
9	10	genus	13	38	50	0.75	cdi_schubert	23
3	3	genus	5	45	50	0.9	cdi_schubert	23
4	5	genus	5	45	50	0.9	cdi_schubert	23
6	10	genus	5	45	50	0.9	cdi_schubert	23
3	3	genus	90	10	100	0.1	cdi_schubert	23
5	5	genus	90	10	100	0.1	cdi_schubert	23
9	10	genus	90	10	100	0.1	cdi_schubert	23
3	3	genus	75	25	100	0.25	cdi_schubert	23
5	5	genus	75	25	100	0.25	cdi_schubert	23
10	10	genus	75	25	100	0.25	cdi_schubert	23
3	3	genus	50	50	100	0.5	cdi_schubert	23
5	5	genus	50	50	100	0.5	cdi_schubert	23
10	10	genus	50	50	100	0.5	cdi_schubert	23
3	3	genus	25	75	100	0.75	cdi_schubert	23
5	5	genus	25	75	100	0.75	cdi_schubert	23
10	10	genus	25	75	100	0.75	cdi_schubert	23
3	3	genus	10	90	100	0.9	cdi_schubert	23
5	5	genus	10	90	100	0.9	cdi_schubert	23
9	10	genus	10	90	100	0.9	cdi_schubert	23
3	3	genus	135	15	150	0.1	cdi_schubert	23
5	5	genus	135	15	150	0.1	cdi_schubert	23
10	10	genus	135	15	150	0.1	cdi_schubert	23
3	3	genus	113	38	150	0.25	cdi_schubert	23
5	5	genus	113	38	150	0.25	cdi_schubert	23
10	10	genus	113	38	150	0.25	cdi_schubert	23
3	3	genus	75	75	150	0.5	cdi_schubert	23
5	5	genus	75	75	150	0.5	cdi_schubert	23
10	10	genus	75	75	150	0.5	cdi_schubert	23
0	3	genus	9	1	10	0.1	crc_baxter	23
0	5	genus	9	1	10	0.1	crc_baxter	23
0	10	genus	9	1	10	0.1	crc_baxter	23
0	3	genus	8	3	10	0.25	crc_baxter	23
0	5	genus	8	3	10	0.25	crc_baxter	23
0	10	genus	8	3	10	0.25	crc_baxter	23
0	3	genus	5	5	10	0.5	crc_baxter	23
0	5	genus	5	5	10	0.5	crc_baxter	23
0	10	genus	5	5	10	0.5	crc_baxter	23
0	3	genus	3	8	10	0.75	crc_baxter	23
0	5	genus	3	8	10	0.75	crc_baxter	23
0	10	genus	3	8	10	0.75	crc_baxter	23
0	3	genus	1	9	10	0.9	crc_baxter	23
0	5	genus	1	9	10	0.9	crc_baxter	23
0	10	genus	1	9	10	0.9	crc_baxter	23
0	3	genus	23	3	25	0.1	crc_baxter	23
0	5	genus	23	3	25	0.1	crc_baxter	23
0	10	genus	23	3	25	0.1	crc_baxter	23
0	3	genus	19	7	25	0.25	crc_baxter	23
0	5	genus	19	7	25	0.25	crc_baxter	23
0	10	genus	19	7	25	0.25	crc_baxter	23
0	3	genus	13	13	25	0.5	crc_baxter	23
0	5	genus	13	13	25	0.5	crc_baxter	23
0	10	genus	13	13	25	0.5	crc_baxter	23
0	3	genus	7	19	25	0.75	crc_baxter	23
0	5	genus	7	19	25	0.75	crc_baxter	23
0	10	genus	7	19	25	0.75	crc_baxter	23
0	3	genus	3	23	25	0.9	crc_baxter	23
0	5	genus	3	23	25	0.9	crc_baxter	23
0	10	genus	3	23	25	0.9	crc_baxter	23
0	3	genus	45	5	50	0.1	crc_baxter	23
0	5	genus	45	5	50	0.1	crc_baxter	23
0	10	genus	45	5	50	0.1	crc_baxter	23
0	3	genus	38	13	50	0.25	crc_baxter	23
1	5	genus	38	13	50	0.25	crc_baxter	23
2	10	genus	38	13	50	0.25	crc_baxter	23
2	3	genus	25	25	50	0.5	crc_baxter	23
2	5	genus	25	25	50	0.5	crc_baxter	23
2	10	genus	25	25	50	0.5	crc_baxter	23
0	3	genus	13	38	50	0.75	crc_baxter	23
0	5	genus	13	38	50	0.75	crc_baxter	23
0	10	genus	13	38	50	0.75	crc_baxter	23
0	3	genus	5	45	50	0.9	crc_baxter	23
0	5	genus	5	45	50	0.9	crc_baxter	23
0	10	genus	5	45	50	0.9	crc_baxter	23
3	3	genus	90	10	100	0.1	crc_baxter	23
