study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA388210	SRP108284	SAMN07173048	SRS2239982	SRX2869609	SRR5629128	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.024.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	34829	17414500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.024.W4.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.024.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.024.W4.stool.Project8.1.fq.bz2	3774604;4772839	097c8ca332053806f9cdf7e2f6ce0f86;b600f6418887e48e8fb7ab6c5b022014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629128/SRR5629128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629128/SRR5629128_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629128/SRR5629128_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629128/SRR5629128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629128/SRR5629128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629128/SRR5629128_2.fastq.gz							10494295	01428ec35a4508ae356eb38fcd633c31	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629128	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/008/SRR5629128	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629128				Longman.FMT.024.W4.stool.Project8		Longman.FMT.024.W4.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173051	SRS2239981	SRX2869608	SRR5629129	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.025.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	28419	14209500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.025.W4.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.025.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.025.W4.stool.Project8.1.fq.bz2	3058608;3898737	e2ca9bcc4216e22729d2273c059fd4e0;6c5851c6bbafd2e1d65d7391f8858e23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629129/SRR5629129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629129/SRR5629129_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629129/SRR5629129_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629129/SRR5629129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629129/SRR5629129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629129/SRR5629129_2.fastq.gz							8672450	6cf63073a40e4e85c6caadef4d9634df	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629129	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/009/SRR5629129	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629129				Longman.FMT.025.W4.stool.Project8		Longman.FMT.025.W4.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173050	SRS2239980	SRX2869607	SRR5629130	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.025.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	38091	19045500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.025.W2.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.025.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.025.W2.stool.Project8.2.fq.bz2	4162003;5208275	2308b904c8872ce24be1fb7dc4d57168;edf10371b1047b21f49935c417669f11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629130/SRR5629130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629130/SRR5629130_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629130/SRR5629130_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629130/SRR5629130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629130/SRR5629130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629130/SRR5629130_2.fastq.gz							11467591	35db332608d20d388e3dc07fdb2c2c06	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629130	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/000/SRR5629130	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629130				Longman.FMT.025.W2.stool.Project8		Longman.FMT.025.W2.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173053	SRS2239979	SRX2869606	SRR5629131	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.031.Pre.Stool.6.24.16.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	31232	15616000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.031.Pre.Stool.6.24.16.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.031.Pre.Stool.6.24.16.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.031.Pre.Stool.6.24.16.Project8.1.fq.bz2	3163528;4064302	db60bdd36c6f65055026e696ab151247;c296be2db57cd936c33594440dec9599	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629131/SRR5629131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629131/SRR5629131_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629131/SRR5629131_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629131/SRR5629131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629131/SRR5629131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629131/SRR5629131_2.fastq.gz							9298402	c844f03535a3a4db2e88e4b8c667cd09	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629131	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/001/SRR5629131	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629131				Longman.FMT.031.Pre.Stool.6.24.16.Project8		Longman.FMT.031.Pre.Stool.6.24.16.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173052	SRS2239978	SRX2869605	SRR5629132	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.028.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	40125	20062500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.028.W2.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.028.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.028.W2.stool.Project8.1.fq.bz2	4104505;5297716	fd2a6a9872abcd2c56edc28e3db7f2d5;8b3629550975e9e8f4f0eee5b29287fc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629132/SRR5629132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629132/SRR5629132_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629132/SRR5629132_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629132/SRR5629132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629132/SRR5629132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629132/SRR5629132_2.fastq.gz							12050902	5bb0083d67d321b789faca5405f842c1	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629132	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/002/SRR5629132	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629132				Longman.FMT.028.W2.stool.Project8		Longman.FMT.028.W2.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173011	SRS2239977	SRX2869604	SRR5629133	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.012.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	89305	44652500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.012.W2.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.012.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.012.W2.Pool253.Integrated.1.fq.bz2	9618640;11755632	507e2506e49fcb6de51682fcd16abb1d;addb11f396dc65b8b25c5d1c78c05cef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629133/SRR5629133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629133/SRR5629133_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/003/SRR5629133/SRR5629133_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/003/SRR5629133/SRR5629133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629133/SRR5629133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629133/SRR5629133_2.fastq.gz							26546074	cab35a12e52aee176d6ea5ac98439faf	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/003/SRR5629133	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/003/SRR5629133	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/003/SRR5629133				Longman.FMT.012.W2.Pool253.Integrated		Longman.FMT.012.W2.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173010	SRS2239976	SRX2869603	SRR5629134	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.006.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	89425	44712500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.006.W2.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.006.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.006.W2.Pool253.Integrated.2.fq.bz2	9687700;11391126	bd9e75a95ce0cf04f641dc27f98a0539;affee7d332ea090cf43ecf2dcf6e67bb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629134/SRR5629134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629134/SRR5629134_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/004/SRR5629134/SRR5629134_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/004/SRR5629134/SRR5629134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629134/SRR5629134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629134/SRR5629134_2.fastq.gz							26446490	e19d1f0a18f35f44eac55c0f615b1fa7	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/004/SRR5629134	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/004/SRR5629134	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/004/SRR5629134				Longman.FMT.006.W2.Pool253.Integrated		Longman.FMT.006.W2.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173013	SRS2239975	SRX2869602	SRR5629135	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.001.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	90527	45263500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.001.W4.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.001.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.001.W4.Pool253.Integrated.2.fq.bz2	9552001;11401190	b93af4e603a876c510d2c256705cd27d;82f44a1239ace4993d6e551f535556e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629135/SRR5629135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629135/SRR5629135_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/005/SRR5629135/SRR5629135_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/005/SRR5629135/SRR5629135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629135/SRR5629135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629135/SRR5629135_2.fastq.gz							26839456	45397e924c2564c331aad63e05f04ce3	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/005/SRR5629135	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/005/SRR5629135	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/005/SRR5629135				Longman.FMT.001.W4.Pool253.Integrated		Longman.FMT.001.W4.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173012	SRS2239974	SRX2869601	SRR5629136	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.005.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	85285	42642500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.005.W4.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.005.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.005.W4.Pool253.Integrated.2.fq.bz2	9306831;10824960	0a9210c5f00e24c29eabe42dbe3e6a24;c226cfc790f69bfa8073116be803fbfc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629136/SRR5629136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629136/SRR5629136_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/006/SRR5629136/SRR5629136_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/006/SRR5629136/SRR5629136_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629136/SRR5629136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629136/SRR5629136_2.fastq.gz							25213088	03be5b0a3e9cc196e46c8ec3cac67b11	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/006/SRR5629136	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/006/SRR5629136	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/006/SRR5629136				Longman.FMT.005.W4.Pool253.Integrated		Longman.FMT.005.W4.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173007	SRS2239973	SRX2869600	SRR5629137	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.012.donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	110225	55112500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.012.donor.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.012.donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.012.donor.Pool253.Integrated.1.fq.bz2	11868543;14028244	13514d93229950c6f59705929abb3b9d;80695d0307ad32326fb0eee7b38d6fce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629137/SRR5629137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629137/SRR5629137_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/007/SRR5629137/SRR5629137_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/007/SRR5629137/SRR5629137_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629137/SRR5629137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629137/SRR5629137_2.fastq.gz							32593380	7cc87bcfa091a5efdc8f87daed761d9d	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/007/SRR5629137	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/007/SRR5629137	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/007/SRR5629137				Longman.FMT.012.donor.Pool253.Integrated		Longman.FMT.012.donor.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173006	SRS2239972	SRX2869599	SRR5629138	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.007.Donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	89891	44945500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.007.Donor.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.007.Donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.007.Donor.Pool253.Integrated.1.fq.bz2	9453548;11389369	551ef828e1aee169e298ebb06038855e;17636894fd26122e4f84c69a357ca2ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629138/SRR5629138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629138/SRR5629138_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629138/SRR5629138_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629138/SRR5629138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629138/SRR5629138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629138/SRR5629138_2.fastq.gz							26560107	fd02f9e53d943fcfeca9e3d106f2dd7a	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629138	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/008/SRR5629138	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629138				Longman.FMT.007.Donor.Pool253.Integrated		Longman.FMT.007.Donor.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173009	SRS2239971	SRX2869598	SRR5629139	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.003.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	112377	56188500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.003.W2.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.003.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.003.W2.Pool253.Integrated.1.fq.bz2	12374552;14727407	0cd352caa2fd4d97d8f2010ede172d28;e4b14c753e2a749d31aeb4cbdf2cc0ab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629139/SRR5629139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629139/SRR5629139_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629139/SRR5629139_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629139/SRR5629139_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629139/SRR5629139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629139/SRR5629139_2.fastq.gz							33322047	94442f911fb2283af99f4eeeaa8bca6c	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629139	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/009/SRR5629139	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629139				Longman.FMT.003.W2.Pool253.Integrated		Longman.FMT.003.W2.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173008	SRS2239970	SRX2869597	SRR5629140	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.010.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	82303	41151500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.010.Pre.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.010.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.010.Pre.Pool253.Integrated.2.fq.bz2	8100114;10217609	0c37ebd58d84ea925cf54e6011417e6d;cec3fb23009be1911513c887c9f3bf83	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629140/SRR5629140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629140/SRR5629140_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629140/SRR5629140_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629140/SRR5629140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629140/SRR5629140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629140/SRR5629140_2.fastq.gz							24163915	d6a838002d5a8bc416ddeb6545db47ee	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629140	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/000/SRR5629140	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629140				Longman.FMT.010.Pre.Pool253.Integrated		Longman.FMT.010.Pre.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173035	SRS2239969	SRX2869596	SRR5629141	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.025.Donor.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	36727	18363500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.025.Donor.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.025.Donor.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.025.Donor.Project8.2.fq.bz2	3862672;4862085	049970c52f3944ed7805822dd55b4f46;64c44f831ccd0d14e5b298723985c171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629141/SRR5629141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629141/SRR5629141_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629141/SRR5629141_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629141/SRR5629141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629141/SRR5629141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629141/SRR5629141_2.fastq.gz							10995502	386597131bf91240077e1527019f2977	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629141	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/001/SRR5629141	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629141				Longman.FMT.025.Donor.Project8		Longman.FMT.025.Donor.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173034	SRS2239968	SRX2869595	SRR5629142	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.021.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	30901	15450500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.021.Pre.Stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.021.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.021.Pre.Stool.Project8.1.fq.bz2	3400930;4170780	6334c1ec2355f83955ae732e57f2673c;3e2729961563c1d00ed63d6343aaa1b3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629142/SRR5629142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629142/SRR5629142_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629142/SRR5629142_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629142/SRR5629142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629142/SRR5629142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629142/SRR5629142_2.fastq.gz							9417745	df49ec2d5c5d27916e69ade5d6b4a148	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629142	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/002/SRR5629142	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629142				Longman.FMT.021.Pre.Stool.Project8		Longman.FMT.021.Pre.Stool.Project8		2017-11-09
